loan_id,amount_loan,duration,payments,status,gender_clt,age_at_loan,frequency,age_acc,region,ratio of urban inhabitants,average salary,ratio enterpreneurs,criminality_growth,unemploymant_growth,type_trans_count_w,type_trans_count_c,type_trans_mean_w,amount_trans_mean,amount_trans_min,amount_trans_max,amount_trans_std,amount_trans_last,amount_trans_abs_min,balance_mean,balance_min,balance_max,balance_std,balance_last,balance_abs_min,balance_negative,months_until_bankrupt
5713,158760,60,2646,Yes,M,17,monthly,28,east Bohemia,0.59,9060,0.124,0.0007852574251155721,0.6599999999999999,111,55,0.6686746987951807,115.55662650602426,-17200.0,23810.0,7537.530722815004,-2900.0,14.6,24908.761445783133,900.0,59898.4,8944.715311238842,19182.3,900.0,0,7
5723,23628,12,1969,Yes,M,40,monthly,28,north Bohemia,0.598,8965,0.104,0.001968503937007874,1.1500000000000004,61,49,0.5545454545454546,582.6945454545453,-35200.0,43694.0,14969.32153670113,-35200.0,1.7,47420.84181818185,1000.0,140228.7,27950.21068970953,64096.3,1000.0,0,32
5724,316140,60,5269,No,M,26,monthly,28,Prague,1.0,12541,0.167,0.01114566294286997,0.14,79,60,0.5683453237410072,92.17194244604326,-9500.0,13352.0,5291.983178753222,66.8,14.6,18632.933812949643,800.0,39616.2,6901.260790646524,12826.4,800.0,0,2
5725,444864,48,9268,Yes,M,32,monthly,26,south Moravia,0.747,9624,0.145,-0.0011111167484360652,0.71,37,27,0.578125,652.2515625000002,-16300.0,25862.0,9438.321870917793,-10500.0,14.6,32404.773437499996,800.0,62903.5,11798.830196336487,41743.9,800.0,0,4
5739,76380,12,6365,Yes,F,37,monthly,27,Prague,1.0,12541,0.167,0.01114566294286997,0.14,25,20,0.5555555555555556,514.5955555555556,-8700.0,12861.0,5137.9118173346515,-14.6,14.6,26122.848888888897,1100.0,41703.3,8289.780093711837,23156.6,1100.0,0,3
5740,18564,12,1547,Yes,F,32,monthly,27,Prague,1.0,12541,0.167,0.01114566294286997,0.14,4,9,0.3076923076923077,3328.1307692307696,-13400.0,25603.5,12195.359397217768,167.3,24.0,35538.04615384616,200.0,56498.4,14265.870341694039,43265.7,200.0,0,27
5741,68544,24,2856,Yes,M,20,weekly,25,north Bohemia,0.623,9065,0.123,0.00016665789519849832,0.9299999999999997,37,17,0.6851851851851852,439.4425925925926,-34800.0,44342.0,15178.069612059662,-30.0,30.0,44948.62592592594,900.0,94207.7,20196.07407074487,23729.8,900.0,0,8
5750,63252,12,5271,Yes,F,46,monthly,27,central Bohemia,0.634,9920,0.13,0.005880179466877804,0.6100000000000003,116,48,0.7073170731707317,303.10426829268295,-31800.0,47436.0,15446.491918276866,31624.0,14.6,49291.82256097561,13097.7,86343.2,18482.29894648273,49709.2,13097.7,0,9
5754,23052,12,1921,Yes,F,53,monthly,28,south Moravia,1.0,9897,0.14,-6.450447661067678e-05,0.3599999999999999,123,48,0.7192982456140351,166.85263157894744,-24000.0,20812.0,6190.289905957705,-5520.0,14.6,23771.96608187134,700.0,54321.8,8912.019358254425,28531.7,700.0,0,14
5804,158976,48,3312,Yes,M,56,monthly,28,east Bohemia,0.619,8363,0.108,0.0016905015394354445,0.9700000000000002,104,52,0.6666666666666666,121.02307692307689,-37300.0,48358.0,14000.167284580504,74.4,14.6,49916.091025641086,600.0,130293.2,23319.33818504641,18894.0,600.0,0,5
5805,137904,24,5746,No,M,27,monthly,26,central Bohemia,0.365,9622,0.154,0.0007139363010166982,0.13999999999999996,3,9,0.25,2929.9833333333336,-9000.0,11878.0,7835.438063617623,-8100.0,29.4,26886.19166666667,600.0,43259.7,11982.10175488715,35159.7,600.0,0,6
5836,79632,24,3318,Yes,F,35,monthly,27,south Moravia,0.483,8512,0.102,-0.0011443829868395957,0.6100000000000003,6,10,0.375,5609.15625,-64300.0,66165.0,34383.04703385025,44110.0,112.5,63494.200000000004,900.0,119373.5,29061.53705517541,99262.5,900.0,0,29
5837,244560,60,4076,Yes,F,26,monthly,28,south Moravia,0.636,8757,0.096,0.002372577040049833,0.5700000000000003,24,18,0.5714285714285714,507.7642857142862,-24600.0,36680.0,15097.74726351861,-4107.0,14.6,38426.728571428575,1000.0,72512.5,15757.722747155978,21326.1,1000.0,0,5
5861,51408,24,2142,Yes,M,45,monthly,28,west Bohemia,0.556,8843,0.113,0.0015312595703723148,0.7800000000000002,33,31,0.515625,768.7328125000004,-57700.0,49907.0,20490.082507096853,-14.6,14.6,52299.285937499975,900.0,137087.2,27533.493654127193,49198.8,900.0,0,22
5876,221280,48,4610,Yes,M,26,weekly,27,north Moravia,1.0,10673,0.1,-0.0013431315033809862,0.6900000000000004,46,25,0.647887323943662,441.050704225352,-32300.0,50178.0,17996.94083959726,-30.0,30.0,37596.93239436623,1100.0,106144.8,18388.528003099997,31314.7,1100.0,0,6
5877,97224,24,4051,Yes,F,43,monthly,28,south Bohemia,0.614,8114,0.119,0.0024033917528557157,0.2400000000000002,70,42,0.625,173.92499999999998,-11700.0,16257.0,5670.881536481856,-3600.0,14.6,22360.53660714285,1000.0,43393.0,7476.937792262856,19479.6,1000.0,0,4
5880,73836,36,2051,Yes,F,28,monthly,26,north Bohemia,0.899,10446,0.09,-0.0017014888027023646,2.0600000000000005,5,14,0.2631578947368421,3550.163157894737,-37000.0,44281.0,23125.7389687626,22321.0,19.1,55315.16842105263,900.0,129607.8,32965.14577809675,67453.1,900.0,0,32
5882,87816,12,7318,Yes,M,33,monthly,28,Prague,1.0,12541,0.167,0.01114566294286997,0.14,43,41,0.5119047619047619,186.4952380952384,-10300.0,14886.0,6095.9040407632665,-5000.0,14.6,25533.2142857143,800.0,43442.2,6896.753585410004,15665.6,800.0,0,2
5886,192744,36,5354,Yes,M,32,monthly,25,south Moravia,0.40700000000000003,8544,0.109,0.0012835648783702158,0.5700000000000001,13,13,0.5,1069.1961538461535,-34100.0,49871.0,21524.24566298165,-8400.0,14.6,62590.42307692309,200.0,128778.8,28733.343188251627,27799.1,200.0,0,5
5887,192744,36,5354,Yes,F,23,monthly,28,south Moravia,0.519,8441,0.115,0.0033712028777238504,1.0300000000000002,43,33,0.5657894736842105,381.83026315789493,-47700.0,41064.0,13279.627496603152,-14.6,8.8,37265.65526315789,700.0,121508.1,16917.161794126067,29019.1,700.0,0,5
5892,66480,24,2770,No,M,60,weekly,25,north Moravia,0.564,8746,0.09,0.0004285078587242552,0.41000000000000014,3,7,0.3,3489.12,-28000.0,49631.0,21506.03919108408,206.5,20.0,34798.28,900.0,77551.0,21490.62646296442,34891.2,900.0,0,12
5897,15192,24,633,Yes,F,23,monthly,27,west Bohemia,0.8,8991,0.128,0.0006117305449295695,0.6199999999999999,122,47,0.7218934911242604,102.67455621301792,-14000.0,21513.0,6713.042568708262,-4080.0,14.6,29941.905325443797,500.0,48157.1,7237.180988793552,17351.9,500.0,0,27
5900,135360,48,2820,Yes,M,20,monthly,26,east Bohemia,0.52,8187,0.094,0.00010720307185529534,0.6200000000000001,45,32,0.5844155844155844,712.5844155844155,-46400.0,48633.0,21907.25808941114,300.8,14.6,64881.31428571429,200.0,146479.5,30587.603643206054,54883.5,200.0,0,19
5918,300204,36,8339,Yes,M,30,monthly,28,south Moravia,0.48,8720,0.116,-0.00048161823727725157,0.77,44,27,0.6197183098591549,477.9267605633803,-18300.0,28365.0,9961.408186424214,135.7,14.6,34084.4605633803,300.0,57676.7,11447.547499735838,33947.4,300.0,0,4
5922,20220,12,1685,Yes,F,22,monthly,27,central Bohemia,0.5529999999999999,8899,0.149,-0.006146734854445318,0.5800000000000001,28,23,0.5490196078431373,613.792156862745,-48100.0,49397.0,15994.266476395134,109.9,14.6,41077.63529411765,500.0,122906.7,25420.727566030233,31317.9,500.0,0,18
5923,64656,48,1347,Yes,M,49,monthly,25,west Bohemia,0.43799999999999994,8561,0.11,0.0014562096941959641,0.64,3,9,0.25,3729.0750000000003,-5700.0,13609.0,7928.79262425302,13609.0,62.9,25896.466666666664,200.0,44749.0,11814.971181770212,44749.0,200.0,0,33
5938,402000,60,6700,Yes,M,16,monthly,26,central Bohemia,0.674,9753,0.109,0.004323083799777174,0.41000000000000014,25,29,0.46296296296296297,319.11111111111126,-9100.0,9500.0,4128.500821997339,-2828.0,14.6,21568.935185185193,200.0,35650.8,7900.831741722059,17232.1,200.0,0,2
5959,107640,24,4485,Yes,F,35,monthly,26,central Bohemia,0.467,8507,0.132,0.005794068673777058,0.18000000000000016,11,12,0.4782608695652174,2840.2391304347825,-46900.0,53613.0,24954.115758577584,35742.0,14.6,50214.50434782608,600.0,107783.7,22727.670225229824,65325.4,600.0,0,14
5970,465072,48,9689,Yes,M,47,monthly,27,south Moravia,0.483,8512,0.102,-0.0011443829868395957,0.6100000000000003,65,38,0.6310679611650486,360.7038834951457,-42880.0,35163.0,13109.178331783216,-10200.0,14.6,27778.745631067963,300.0,79557.6,13613.100566191757,37152.4,300.0,0,3
5980,21396,12,1783,Yes,M,26,monthly,27,south Bohemia,0.519,9045,0.124,0.0005782706306551466,0.4700000000000002,44,34,0.5641025641025641,317.71923076923105,-14075.0,16048.0,6719.2148696235945,-14075.0,14.6,30812.946153846162,1000.0,46848.9,7990.971151238132,24782.0,1000.0,0,13
5988,141648,24,5902,Yes,M,44,monthly,25,east Bohemia,0.619,8363,0.108,0.0016905015394354445,0.9700000000000002,5,13,0.2777777777777778,4928.344444444444,-34600.0,42127.0,20748.506295215913,-34600.0,55.6,45100.42222222222,200.0,123310.1,32279.92216277436,88710.1,200.0,0,15
5989,213300,36,5925,Yes,M,31,monthly,26,east Bohemia,0.728,9538,0.111,-0.004114897281338418,0.30000000000000004,32,27,0.5423728813559322,463.16440677966096,-8160.0,13600.0,5061.0841403917675,106.1,14.6,27951.913559322016,400.0,42443.7,7864.495893274421,27341.3,400.0,0,4
5997,117024,24,4876,Yes,M,58,monthly,28,south Bohemia,0.748,10045,0.135,-0.0017390227705052733,0.29000000000000004,4,9,0.3076923076923077,4091.8076923076933,-24000.0,29255.0,19509.74139421388,208.3,45.1,44131.16923076923,800.0,76985.2,19844.247591152816,53193.5,800.0,0,10
5999,98832,48,2059,Yes,F,25,monthly,27,east Bohemia,0.591,8388,0.087,0.00010426767597777013,0.5299999999999998,127,50,0.7175141242937854,153.50225988700575,-22240.0,23282.0,7402.133118498487,139.5,14.6,31814.268361581904,500.0,63095.4,12078.55101973188,27184.4,500.0,0,13
6004,143904,24,5996,Yes,M,43,monthly,28,east Bohemia,0.52,8187,0.094,0.00010720307185529534,0.6200000000000001,92,47,0.6618705035971223,275.8007194244607,-60500.0,46108.0,15694.80077317444,-8800.0,6.7,49727.45611510793,700.0,134571.2,23416.563215441554,38336.2,700.0,0,6
6006,359760,60,5996,Yes,M,17,monthly,26,east Bohemia,0.763,9425,0.125,-0.0011986110939488676,0.78,23,25,0.4791666666666667,832.4895833333336,-51700.0,37346.0,14255.403903592842,-4710.0,14.6,32434.693750000006,900.0,127807.6,24143.874396857613,39959.4,900.0,0,6
6011,179328,48,3736,Yes,M,23,monthly,25,south Moravia,1.0,9897,0.14,-6.450447661067678e-05,0.3599999999999999,31,21,0.5961538461538461,693.7461538461541,-23040.0,34960.0,13297.549423542427,-15700.0,14.6,44093.971153846156,200.0,81614.7,14278.225737036766,36074.7,200.0,0,9
6012,258444,36,7179,Yes,M,30,weekly,25,Prague,1.0,12541,0.167,0.01114566294286997,0.14,4,12,0.25,3368.2562500000004,-14600.0,31830.0,12093.412861938175,206.4,141.4,40688.1375,600.0,61790.4,17230.159617750694,53892.1,600.0,0,7
6013,128988,36,3583,No,M,56,weekly,27,south Bohemia,0.584,8547,0.12,-0.00029725674489709255,0.9900000000000002,47,35,0.573170731707317,118.05365853658516,-27600.0,42530.0,12272.167259131436,-30.0,0.1,34740.702439024375,-36.1,78192.9,17311.11971554469,9680.2,36.1,1,2
6015,110112,24,4588,Yes,M,33,monthly,25,south Moravia,0.509,8240,0.099,0.00049114548099823,1.0300000000000002,45,37,0.5487804878048781,1303.1499999999996,-52500.0,45549.0,22818.60210797403,33425.0,14.6,76232.70000000003,700.0,135658.1,28391.569085736075,135658.1,700.0,0,29
6019,11400,12,950,Yes,F,16,monthly,26,south Moravia,1.0,9897,0.14,-6.450447661067678e-05,0.3599999999999999,48,29,0.6233766233766234,361.3038961038962,-6700.0,10734.0,3661.7528542906434,-2200.0,14.6,27533.66363636363,300.0,39514.1,6234.415407995346,27820.2,300.0,0,29
6027,61656,24,2569,No,F,42,weekly,26,central Bohemia,0.413,8598,0.123,0.005155690732738636,0.48999999999999977,3,9,0.25,4974.624999999999,-31400.0,47337.0,23294.773171801477,15200.0,36.9,44763.458333333336,400.0,89256.9,24849.149080234965,59695.5,400.0,0,23
6038,323472,48,6739,Yes,F,53,monthly,28,Prague,1.0,12541,0.167,0.01114566294286997,0.14,29,28,0.5087719298245614,1213.6789473684207,-33900.0,44802.0,18150.672608421988,230.0,14.6,45414.07368421048,200.0,119934.1,26516.428001628443,72386.4,200.0,0,10
6043,20352,48,424,Yes,F,47,monthly,26,south Moravia,0.636,8757,0.096,0.002372577040049833,0.5700000000000003,26,22,0.5416666666666666,443.36666666666684,-9600.0,12549.0,5243.28973277693,-3000.0,14.6,31814.41458333332,400.0,44427.9,9092.645216549368,21281.5,400.0,0,50
6063,320976,48,6687,No,M,59,monthly,26,Prague,1.0,12541,0.167,0.01114566294286997,0.14,27,23,0.54,929.2460000000003,-49700.0,70071.0,24296.38046283396,-9100.0,14.6,49482.96800000001,1000.0,130775.0,27435.703120029266,46462.2,1000.0,0,6
6064,14628,12,1219,Yes,F,45,monthly,28,south Moravia,0.33899999999999997,8743,0.111,0.001496414971790986,0.5500000000000003,73,29,0.7156862745098039,342.18431372549037,-14100.0,23230.5,7116.803667290632,160.7,2.0,32788.14215686272,200.0,52184.7,9015.76816505543,34917.4,200.0,0,28
6066,173808,24,7242,Yes,F,37,after-transaction,28,north Moravia,0.535,8909,0.113,0.0008751556767309569,1.5499999999999998,49,26,0.6533333333333333,1259.0920000000008,-38200.0,74522.0,26445.166083619242,49681.0,43.3,61218.658666666684,1000.0,134416.6,24967.390839870233,94431.9,1000.0,0,13
6072,193968,36,5388,Yes,M,21,after-transaction,28,north Moravia,0.626,8994,0.11,-0.0020519896339144354,0.9900000000000002,9,20,0.3103448275862069,2785.5172413793107,-54200.0,41783.0,23715.50147849456,19181.0,52.4,63579.21724137932,800.0,120567.3,30034.313435862332,80780.0,800.0,0,14
6073,276300,60,4605,Yes,M,20,monthly,26,south Moravia,0.747,9624,0.145,-0.0011111167484360652,0.71,47,45,0.5108695652173914,299.7630434782611,-5760.0,8888.0,3941.6829481420946,-3950.0,14.6,25997.563043478272,500.0,40755.0,6720.217505796418,27578.1,500.0,0,5
6077,79608,24,3317,Yes,M,23,monthly,28,east Bohemia,0.53,8254,0.097,0.0015055962729390376,0.9699999999999998,31,22,0.5849056603773585,1957.4679245283012,-51700.0,67124.0,26077.862408931138,-3100.0,14.6,69954.57169811318,800.0,125825.7,24870.23292768019,103745.7,800.0,0,31
6087,300660,60,5011,Yes,M,44,monthly,28,north Bohemia,0.853,9317,0.097,-0.0006010084453394527,0.5800000000000001,42,24,0.6363636363636364,513.9242424242422,-48900.0,44519.0,17285.908796465144,-9800.0,14.6,45854.89090909087,800.0,135175.2,30520.960807281426,33918.9,800.0,0,6
6103,149340,60,2489,Yes,M,31,weekly,28,east Bohemia,0.53,8254,0.097,0.0015055962729390376,0.9699999999999998,33,23,0.5892857142857143,420.3267857142856,-13200.0,22404.0,8513.67877149347,92.4,30.0,29069.11607142853,500.0,53214.0,10432.344642413836,23568.3,500.0,0,9
6109,368880,60,6148,Yes,M,21,monthly,27,south Moravia,0.483,8512,0.102,-0.0011443829868395957,0.6100000000000003,124,58,0.6813186813186813,580.8390109890107,-64500.0,49781.0,18793.020479054165,299.4,9.7,60030.74340659332,1100.0,151062.3,28681.80838333561,105727.0,1100.0,0,17
6111,174744,24,7281,No,F,45,monthly,28,west Bohemia,0.8,8991,0.128,0.0006117305449295695,0.6199999999999999,16,16,0.5,1816.9,-52600.0,47436.0,18855.75071096861,40175.0,14.6,37485.456249999996,1000.0,105628.0,28302.653142986743,58140.9,1000.0,0,7
6112,174744,24,7281,No,F,15,monthly,28,central Bohemia,0.514,9307,0.118,0.004434404283801874,0.5799999999999996,80,38,0.6779661016949152,58.73644067796613,-37500.0,46739.0,12614.128150397219,8300.0,0.2,26252.81440677967,-1369.2,96659.4,23430.521918399387,6930.8,186.4,1,0
6120,209184,48,4358,Yes,M,41,monthly,28,Prague,1.0,12541,0.167,0.01114566294286997,0.14,42,26,0.6176470588235294,650.8058823529418,-61800.0,54645.0,21705.699409477493,-14500.0,14.6,46230.339705882405,1000.0,110583.8,19403.334950613862,44254.7,1000.0,0,10
6130,32640,48,680,Yes,M,53,monthly,26,east Bohemia,0.763,9425,0.125,-0.0011986110939488676,0.78,68,39,0.6355140186915887,175.70186915887857,-20700.0,11200.0,4414.736988447476,-4100.0,14.6,25906.4093457944,300.0,43206.0,7545.466318441954,18800.0,300.0,0,27
6137,44628,12,3719,Yes,M,52,weekly,27,central Bohemia,0.413,8598,0.123,0.005155690732738636,0.48999999999999977,103,43,0.7054794520547946,550.9575342465753,-59000.0,71565.0,22910.533347878514,47710.0,30.0,49477.32123287669,900.0,112689.5,22661.883780456672,80439.7,900.0,0,21
6144,44376,12,3698,Yes,M,34,monthly,25,south Bohemia,0.519,9045,0.124,0.0005782706306551466,0.4700000000000002,21,18,0.5384615384615384,1749.7820512820517,-54100.0,49412.0,21657.228439032977,-14463.0,14.6,53505.215384615374,800.0,124090.0,28278.24506461626,68241.5,800.0,0,18
6150,83016,12,6918,Yes,M,15,monthly,28,south Moravia,0.48,8720,0.116,-0.00048161823727725157,0.77,129,67,0.6581632653061225,343.9056122448976,-64400.0,48883.0,20004.60798525459,302.5,14.6,67891.93520408162,700.0,136436.6,25921.044106424713,93620.2,700.0,0,13
6151,225420,60,3757,Yes,F,46,monthly,27,south Moravia,0.5379999999999999,8814,0.107,-0.00044954494177120704,0.9800000000000004,29,22,0.5686274509803921,635.3627450980392,-14800.0,20727.0,7892.115364285061,-6800.0,14.6,31185.156862745098,200.0,53271.6,9614.3623318295,32403.4,200.0,0,8
6153,285600,60,4760,Yes,F,14,weekly,27,central Bohemia,0.514,9307,0.118,0.004434404283801874,0.5799999999999996,25,24,0.5102040816326531,575.3938775510208,-33600.0,42729.0,15706.11022393578,4200.0,30.0,49651.8918367347,1100.0,126077.1,26473.42182373544,28194.4,1100.0,0,5
6157,98592,24,4108,Yes,F,31,after-transaction,26,central Bohemia,0.467,10124,0.141,0.005494982841753182,-0.020000000000000018,13,13,0.5,1687.380769230769,-24500.0,36975.0,15740.18703617004,-2700.0,68.7,54128.56538461536,900.0,78713.7,19656.29438137193,62671.9,900.0,0,15
6169,103680,60,1728,No,M,23,monthly,28,east Bohemia,0.591,8388,0.087,0.00010426767597777013,0.5299999999999998,65,44,0.5963302752293578,277.3183486238534,-13920.0,14422.5,5844.976840957274,-6200.0,14.6,28250.10917431192,500.0,46520.1,9371.387579711678,30227.6,500.0,0,17
6175,290700,60,4845,No,F,36,monthly,26,east Bohemia,0.619,8363,0.108,0.0016905015394354445,0.9700000000000002,58,42,0.58,115.74899999999975,-56400.0,49763.0,20815.30469658845,14400.0,5.1,59647.42399999998,-2825.2,129626.3,31590.330595889613,11574.8,300.0,1,2
6178,232560,48,4845,Yes,F,25,after-transaction,26,north Moravia,1.0,10673,0.1,-0.0013431315033809862,0.6900000000000004,13,14,0.48148148148148145,1527.540740740741,-37300.0,39741.0,19095.755186795977,-11564.0,100.0,63188.63333333334,600.0,102665.9,26204.030675466118,41243.5,600.0,0,8
6185,31176,24,1299,Yes,M,27,monthly,26,Prague,1.0,12541,0.167,0.01114566294286997,0.14,11,12,0.4782608695652174,2202.0478260869563,-16900.0,29418.0,12849.710191244483,-1600.0,14.6,46304.15217391303,700.0,65769.6,15340.950971615734,50647.1,700.0,0,38
6190,123600,60,2060,Yes,M,28,monthly,26,north Moravia,0.899,10177,0.081,0.0008059231850084271,1.12,29,20,0.5918367346938775,316.440816326531,-43300.0,47109.0,15765.43962695668,-14.6,14.6,39514.6775510204,300.0,105255.7,23277.873093332153,15505.6,300.0,0,7
6202,65184,12,5432,Yes,M,36,monthly,28,central Bohemia,0.41700000000000004,8980,0.111,-0.00014621437686091024,0.26,52,30,0.6341463414634146,829.2134146341464,-39900.0,48891.0,18176.255524503395,-7100.0,14.6,47426.549999999974,900.0,102410.3,18172.768250468802,67995.4,900.0,0,12
6210,87216,48,1817,No,M,30,monthly,28,south Bohemia,0.519,9045,0.124,0.0005782706306551466,0.4700000000000002,12,21,0.36363636363636365,657.3060606060608,-12600.0,16356.0,6304.685894086011,126.8,14.6,28362.24848484848,200.0,41410.0,8425.332672368242,21705.9,200.0,0,11
6216,141240,24,5885,Yes,M,32,monthly,28,east Bohemia,0.52,8187,0.094,0.00010720307185529534,0.6200000000000001,75,27,0.7352941176470589,449.7225490196078,-43500.0,52968.0,16080.692150131732,-4900.0,14.6,57219.574509803846,1000.0,107784.1,19476.293991224597,45871.6,1000.0,0,7
6223,61056,48,1272,Yes,F,37,monthly,28,south Moravia,0.48,8720,0.116,-0.00048161823727725157,0.77,41,23,0.640625,523.8328125000003,-13500.0,24372.0,8838.6079033715,-14.6,14.6,36039.05156249998,900.0,55816.0,9064.78033824496,33525.3,900.0,0,26
6227,28248,24,1177,Yes,F,25,monthly,28,east Bohemia,0.728,9538,0.111,-0.004114897281338418,0.30000000000000004,56,38,0.5957446808510638,358.82127659574473,-23400.0,30055.5,12577.335037621231,-14.6,14.6,45582.44893617021,400.0,69893.0,11726.617607165179,33729.1,400.0,0,28
6228,464520,60,7742,No,F,52,weekly,28,north Moravia,0.535,8909,0.113,0.0008751556767309569,1.5499999999999998,37,31,0.5441176470588235,1284.8573529411765,-41000.0,47757.0,18515.433732174413,290.7,30.0,51760.01617647063,200.0,125943.1,27848.686707573845,101797.3,200.0,0,13
6229,11736,24,489,Yes,M,56,monthly,28,Prague,1.0,12541,0.167,0.01114566294286997,0.14,97,36,0.7293233082706767,202.89172932330854,-22500.0,33098.0,10292.575569812925,-2200.0,14.6,42224.43909774438,1100.0,70826.8,11703.03977104676,26984.4,1100.0,0,55
6232,276660,36,7685,No,M,45,monthly,28,south Moravia,0.46,8772,0.126,0.002439709481963003,0.29000000000000004,28,30,0.4827586206896552,341.09310344827594,-9800.0,11600.0,4661.409938004492,4987.0,9.5,19256.89482758621,500.0,32720.4,6029.338312664938,19783.2,500.0,0,2
6244,270648,36,7518,No,M,57,weekly,27,Prague,1.0,12541,0.167,0.01114566294286997,0.14,36,36,0.5,708.2861111111112,-52700.0,47433.0,20562.96641988107,-25800.0,30.0,60819.976388888885,200.0,134501.4,29717.34457286979,50996.5,200.0,0,6
6253,59760,24,2490,Yes,M,35,monthly,27,north Moravia,1.0,10673,0.1,-0.0013431315033809862,0.6900000000000004,32,22,0.5925925925925926,761.7259259259262,-21440.0,34557.0,12619.737173177173,-14.6,14.6,40204.4648148148,300.0,69643.1,12827.193914171468,41133.1,300.0,0,16
6272,398640,60,6644,Yes,F,34,weekly,28,north Moravia,1.0,10673,0.1,-0.0013431315033809862,0.6900000000000004,52,34,0.6046511627906976,689.7302325581394,-48100.0,59793.0,24531.737124012707,-30800.0,30.0,63383.57558139535,400.0,121689.5,21947.881092045613,59316.9,400.0,0,8
6279,87360,24,3640,Yes,M,31,monthly,28,north Bohemia,0.598,8965,0.104,0.001968503937007874,1.1500000000000004,14,16,0.4666666666666667,968.6000000000003,-22800.0,49341.0,14770.064504820271,-14.6,14.6,36783.95,200.0,69174.6,13552.449489852383,29057.9,200.0,0,7
6283,85632,48,1784,Yes,F,47,monthly,26,south Moravia,0.747,9624,0.145,-0.0011111167484360652,0.71,47,38,0.5529411764705883,1175.7517647058824,-60800.0,49917.0,23579.22481372821,-17300.0,14.6,65066.73529411768,800.0,156504.1,26945.910380677462,99938.7,800.0,0,56
6294,79920,60,1332,Yes,M,41,monthly,28,west Bohemia,1.0,10787,0.131,0.0012907086577216645,0.44999999999999973,66,29,0.6947368421052632,329.1747368421056,-24300.0,36634.5,12738.082800263792,-5984.0,14.6,43846.97789473684,700.0,74199.5,11483.013284673825,31271.6,700.0,0,23
6296,270384,48,5633,Yes,M,34,monthly,26,central Bohemia,0.41700000000000004,8980,0.111,-0.00014621437686091024,0.26,55,32,0.632183908045977,664.7712643678165,-30800.0,50696.0,18371.692077442156,33797.0,14.6,47654.24482758614,700.0,91294.4,18202.53979303858,57835.1,700.0,0,10
6297,17508,12,1459,Yes,M,48,monthly,28,central Bohemia,0.58,8754,0.137,0.0005933067581347919,0.47999999999999954,41,31,0.5694444444444444,667.0430555555557,-13300.0,17580.0,7200.266425798861,-720.0,14.6,39290.618055555555,900.0,54432.3,9324.209981583175,48027.0,900.0,0,32
6302,181020,60,3017,Yes,F,30,monthly,26,east Bohemia,0.59,9060,0.124,0.0007852574251155721,0.6599999999999999,56,37,0.6021505376344086,457.2688172043014,-19900.0,27150.0,10749.054975033838,18100.0,14.6,34005.90645161289,500.0,60475.3,9801.680644529757,45526.0,500.0,0,15
6303,72408,24,3017,No,F,37,after-transaction,26,west Bohemia,0.5920000000000001,8930,0.108,0.0024165416171340595,0.6800000000000002,4,9,0.3076923076923077,2797.223076923077,-32700.0,49634.0,20971.946825150095,-14000.0,96.5,45099.26153846154,700.0,83619.5,19929.621714110985,36363.9,700.0,0,12
6306,36684,12,3057,Yes,F,16,monthly,28,north Moravia,0.899,10177,0.081,0.0008059231850084271,1.12,75,50,0.6,280.7456000000001,-24480.0,18552.0,7018.160422794658,-5700.0,8.3,30229.797600000005,700.0,50774.2,7937.353315967115,35093.0,700.0,0,11
6309,110136,24,4589,Yes,F,38,monthly,26,Prague,1.0,12541,0.167,0.01114566294286997,0.14,34,29,0.5396825396825397,646.7714285714293,-60700.0,45640.0,18815.813955214242,-4891.0,14.6,50815.80476190475,400.0,140542.8,29147.98491700158,40746.5,400.0,0,8
6315,43164,12,3597,Yes,F,19,monthly,27,south Moravia,0.5379999999999999,8814,0.107,-0.00044954494177120704,0.9800000000000004,43,26,0.6231884057971014,454.3492753623184,-43700.0,57680.0,21714.197967456435,900.0,14.6,68377.06376811591,800.0,120071.4,22291.65403318662,31349.9,800.0,0,8
6316,76908,12,6409,No,F,48,monthly,28,central Bohemia,0.674,9753,0.109,0.004323083799777174,0.41000000000000014,60,42,0.5882352941176471,145.96568627450958,-52200.0,47434.0,19010.291202198227,7000.0,14.6,52890.40392156865,1100.0,126002.8,23250.780434566495,14888.6,1100.0,0,2
6336,212400,36,5900,Yes,F,27,weekly,28,north Bohemia,0.598,8965,0.104,0.001968503937007874,1.1500000000000004,40,31,0.5633802816901409,904.523943661972,-42900.0,48828.0,18249.048697769467,-33500.0,30.0,51034.36197183098,300.0,133215.2,27309.501085647138,64221.1,300.0,0,10
6342,60156,36,1671,No,M,19,monthly,26,south Bohemia,0.569,8427,0.107,0.00041519839030777913,0.41999999999999993,30,26,0.5357142857142857,1191.301785714286,-53600.0,49767.0,23126.58779759381,-53600.0,14.6,72667.63571428569,400.0,159712.8,34206.987415175485,106112.8,400.0,0,63
6354,22968,36,638,Yes,F,46,monthly,25,south Bohemia,0.569,8427,0.107,0.00041519839030777913,0.41999999999999993,1,10,0.09090909090909091,3530.090909090909,-3600.0,8200.0,4586.05344592811,8155.0,16.3,23324.936363636363,1000.0,38831.0,11195.573958245528,38831.0,1000.0,0,60
