# Generated by Cross Validation Log[com.rapidminer.datatable.SimpleDataTable]
# Iteration	Execution Time	n_trees	max_depth	criterion	pruning	confidence	pre prunning	min gain	min leaf size	AUC
292.0	5375.0	226.0	22.0	accuracy	true	0.1	true	0.01	2.0	0.8122152603731552
295.0	4563.0	154.0	14.0	gini_index	true	0.1	true	0.01	2.0	0.8481759955444167
304.0	1297.0	10.0	26.0	accuracy	true	0.1	true	0.01	1.0	0.7767174881648566
303.0	2672.0	82.0	18.0	accuracy	true	0.1	true	0.01	4.0	0.7965002784739628
293.0	6703.0	250.0	18.0	gini_index	true	0.1	true	0.01	1.0	0.8485261765524925
298.0	4688.0	130.0	22.0	information_gain	true	0.1	true	0.01	4.0	0.8372528543581176
299.0	4688.0	154.0	26.0	gini_index	true	0.1	true	0.01	4.0	0.8358987747145642
309.0	2078.0	34.0	26.0	information_gain	true	0.1	true	0.01	1.0	0.8322925368978001
306.0	2922.0	82.0	30.0	gini_index	true	0.1	true	0.01	1.0	0.8525153160679478
308.0	3984.0	154.0	14.0	accuracy	true	0.1	true	0.01	2.0	0.8095753272069061
314.0	1875.0	34.0	26.0	gini_index	true	0.1	true	0.01	1.0	0.8637893344472294
310.0	4046.0	106.0	18.0	information_gain	true	0.1	true	0.01	4.0	0.8249255082149821
305.0	5860.0	250.0	30.0	accuracy	true	0.1	true	0.01	2.0	0.8104573934837092
315.0	2609.0	82.0	30.0	accuracy	true	0.1	true	0.01	1.0	0.8027290448343081
301.0	7766.0	250.0	10.0	information_gain	true	0.1	true	0.01	1.0	0.8341228070175439
312.0	3906.0	130.0	22.0	gini_index	true	0.1	true	0.01	4.0	0.8386605402394876
313.0	3921.0	154.0	26.0	accuracy	true	0.1	true	0.01	4.0	0.8025556947925369
317.0	1687.0	34.0	26.0	accuracy	true	0.1	true	0.01	1.0	0.8035129490392648
302.0	8172.0	250.0	26.0	information_gain	true	0.1	true	0.01	2.0	0.8419291283764968
319.0	1297.0	10.0	10.0	information_gain	true	0.1	true	0.01	4.0	0.8157550125313285
311.0	5860.0	250.0	18.0	accuracy	true	0.1	true	0.01	1.0	0.8142133110554163
326.0	1250.0	10.0	10.0	gini_index	true	0.1	true	0.01	4.0	0.8192411584516849
307.0	8156.0	250.0	22.0	information_gain	true	0.1	true	0.01	2.0	0.8385066833751044
318.0	3563.0	106.0	18.0	gini_index	true	0.1	true	0.01	4.0	0.8408409913673072
327.0	1344.0	10.0	22.0	information_gain	true	0.1	true	0.01	1.0	0.8097577276524645
324.0	2657.0	58.0	26.0	information_gain	true	0.1	true	0.01	1.0	0.8331495405179616
328.0	1265.0	10.0	10.0	accuracy	true	0.1	true	0.01	4.0	0.7633611807296018
320.0	4047.0	106.0	30.0	information_gain	true	0.1	true	0.01	1.0	0.8434461152882206
322.0	3484.0	130.0	22.0	accuracy	true	0.1	true	0.01	4.0	0.8078383458646616
331.0	1312.0	10.0	22.0	gini_index	true	0.1	true	0.01	1.0	0.8234450710108607
316.0	6141.0	178.0	14.0	information_gain	true	0.1	true	0.01	2.0	0.8408180172653857
333.0	1953.0	34.0	10.0	information_gain	true	0.1	true	0.01	4.0	0.8189438874965191
332.0	2468.0	58.0	26.0	gini_index	true	0.1	true	0.01	1.0	0.8650132275132275
336.0	1328.0	10.0	22.0	accuracy	true	0.1	true	0.01	1.0	0.7815267335004178
330.0	3062.0	106.0	18.0	accuracy	true	0.1	true	0.01	4.0	0.7996379838485101
321.0	6406.0	250.0	10.0	gini_index	true	0.1	true	0.01	1.0	0.8510401002506267
323.0	6094.0	178.0	26.0	information_gain	true	0.1	true	0.01	4.0	0.8336347813979395
338.0	1893.0	34.0	10.0	gini_index	true	0.1	true	0.01	4.0	0.8245934280144807
334.0	3486.0	106.0	30.0	gini_index	true	0.1	true	0.01	1.0	0.8501204399888611
325.0	7095.0	250.0	26.0	gini_index	true	0.1	true	0.01	2.0	0.8493803954330271
340.0	2064.0	34.0	22.0	information_gain	true	0.1	true	0.01	1.0	0.827068365357839
339.0	2408.0	58.0	26.0	accuracy	true	0.1	true	0.01	1.0	0.8074575327206907
344.0	1953.0	34.0	10.0	accuracy	true	0.1	true	0.01	4.0	0.798370231133389
335.0	5502.0	154.0	22.0	information_gain	true	0.1	true	0.01	4.0	0.8341666666666665
329.0	6986.0	250.0	22.0	gini_index	true	0.1	true	0.01	2.0	0.8455701754385965
347.0	1969.0	34.0	22.0	gini_index	true	0.1	true	0.01	1.0	0.8412496519075466
337.0	5470.0	178.0	14.0	gini_index	true	0.1	true	0.01	2.0	0.8500013923698134
345.0	3328.0	106.0	30.0	accuracy	true	0.1	true	0.01	1.0	0.8041367307156781
341.0	5049.0	130.0	18.0	information_gain	true	0.1	true	0.01	4.0	0.8231182121971596
348.0	3375.0	82.0	26.0	information_gain	true	0.1	true	0.01	1.0	0.8345224171539961
352.0	1922.0	34.0	22.0	accuracy	true	0.1	true	0.01	1.0	0.8039752158173211
349.0	2750.0	58.0	10.0	information_gain	true	0.1	true	0.01	4.0	0.8299039264828737
343.0	5549.0	178.0	26.0	gini_index	true	0.1	true	0.01	4.0	0.8398064605959344
342.0	6408.0	250.0	10.0	accuracy	true	0.1	true	0.01	1.0	0.8181934001670843
346.0	6485.0	250.0	26.0	accuracy	true	0.1	true	0.01	2.0	0.8152450570871623
350.0	4891.0	154.0	22.0	gini_index	true	0.1	true	0.01	4.0	0.8376615148983572
360.0	1453.0	10.0	14.0	information_gain	true	0.1	true	0.01	1.0	0.8159381091617934
358.0	2594.0	58.0	10.0	gini_index	true	0.1	true	0.01	4.0	0.8430743525480369
357.0	2953.0	58.0	22.0	information_gain	true	0.1	true	0.01	1.0	0.8377032859927598
356.0	3344.0	82.0	26.0	gini_index	true	0.1	true	0.01	1.0	0.8718859649122809
353.0	4782.0	178.0	14.0	accuracy	true	0.1	true	0.01	2.0	0.8082936507936507
355.0	4594.0	130.0	18.0	gini_index	true	0.1	true	0.01	4.0	0.842435254803676
354.0	5157.0	130.0	30.0	information_gain	true	0.1	true	0.01	1.0	0.8370614035087719
361.0	1515.0	10.0	30.0	information_gain	true	0.1	true	0.01	2.0	0.8188137009189642
363.0	1453.0	10.0	14.0	gini_index	true	0.1	true	0.01	1.0	0.8340162907268172
351.0	6344.0	250.0	22.0	accuracy	true	0.1	true	0.01	2.0	0.8140615427457533
364.0	2265.0	58.0	10.0	accuracy	true	0.1	true	0.01	4.0	0.8074387357282093
359.0	4828.0	178.0	26.0	accuracy	true	0.1	true	0.01	4.0	0.805585491506544
371.0	1188.0	10.0	14.0	accuracy	true	0.1	true	0.01	1.0	0.7767174881648566
370.0	1391.0	10.0	30.0	gini_index	true	0.1	true	0.01	2.0	0.8067401141743249
365.0	2563.0	58.0	22.0	gini_index	true	0.1	true	0.01	1.0	0.8446463380673908
372.0	1407.0	10.0	26.0	information_gain	true	0.1	true	0.01	2.0	0.8072417153996103
366.0	2844.0	82.0	26.0	accuracy	true	0.1	true	0.01	1.0	0.8087510442773601
376.0	1234.0	10.0	30.0	accuracy	true	0.1	true	0.01	2.0	0.7808458646616542
362.0	4140.0	154.0	22.0	accuracy	true	0.1	true	0.01	4.0	0.812056530214425
378.0	1265.0	10.0	26.0	gini_index	true	0.1	true	0.01	2.0	0.8209116541353385
375.0	2062.0	34.0	14.0	information_gain	true	0.1	true	0.01	1.0	0.8326824004455584
368.0	3609.0	130.0	18.0	accuracy	true	0.1	true	0.01	4.0	0.8039118629908103
377.0	2219.0	58.0	22.0	accuracy	true	0.1	true	0.01	1.0	0.8121170983013091
369.0	3937.0	130.0	30.0	gini_index	true	0.1	true	0.01	1.0	0.8518198273461431
382.0	1250.0	10.0	26.0	accuracy	true	0.1	true	0.01	2.0	0.7820788081314397
373.0	3157.0	82.0	10.0	information_gain	true	0.1	true	0.01	4.0	0.834120022277917
380.0	2063.0	34.0	30.0	information_gain	true	0.1	true	0.01	2.0	0.8296783625730996
383.0	1828.0	34.0	14.0	gini_index	true	0.1	true	0.01	1.0	0.863399470899471
379.0	4094.0	106.0	26.0	information_gain	true	0.1	true	0.01	1.0	0.8390531885268727
387.0	2141.0	34.0	26.0	information_gain	true	0.1	true	0.01	2.0	0.8250020885547201
367.0	7000.0	202.0	14.0	information_gain	true	0.1	true	0.01	2.0	0.8418824839877471
389.0	1984.0	34.0	30.0	gini_index	true	0.1	true	0.01	2.0	0.8410937064884434
390.0	1844.0	34.0	14.0	accuracy	true	0.1	true	0.01	1.0	0.8035129490392648
385.0	3484.0	82.0	22.0	information_gain	true	0.1	true	0.01	1.0	0.8407873851294905
388.0	3015.0	82.0	10.0	gini_index	true	0.1	true	0.01	4.0	0.8455959342801448
386.0	3719.0	130.0	30.0	accuracy	true	0.1	true	0.01	1.0	0.8087280701754386
374.0	6828.0	202.0	26.0	information_gain	true	0.1	true	0.01	4.0	0.8355068226120859
392.0	1906.0	34.0	26.0	gini_index	true	0.1	true	0.01	2.0	0.8435623781676413
394.0	1610.0	34.0	30.0	accuracy	true	0.1	true	0.01	2.0	0.8037621832358675
381.0	5969.0	178.0	22.0	information_gain	true	0.1	true	0.01	4.0	0.8357727652464495
384.0	5516.0	154.0	18.0	information_gain	true	0.1	true	0.01	4.0	0.8271846282372598
391.0	3547.0	106.0	26.0	gini_index	true	0.1	true	0.01	1.0	0.8666478696741855
395.0	2734.0	58.0	14.0	information_gain	true	0.1	true	0.01	1.0	0.8323489278752438
397.0	2656.0	82.0	10.0	accuracy	true	0.1	true	0.01	4.0	0.8104831523252576
400.0	1766.0	34.0	26.0	accuracy	true	0.1	true	0.01	2.0	0.7972918407128934
396.0	2922.0	82.0	22.0	gini_index	true	0.1	true	0.01	1.0	0.8493546365914787
401.0	2812.0	58.0	30.0	information_gain	true	0.1	true	0.01	2.0	0.8311514898357004
405.0	2375.0	58.0	14.0	gini_index	true	0.1	true	0.01	1.0	0.8646233639654692
393.0	5609.0	202.0	14.0	gini_index	true	0.1	true	0.01	2.0	0.8500549986076302
407.0	2672.0	58.0	26.0	information_gain	true	0.1	true	0.01	2.0	0.8262886382623224
408.0	2594.0	82.0	22.0	accuracy	true	0.1	true	0.01	1.0	0.8098858256752992
404.0	3156.0	106.0	26.0	accuracy	true	0.1	true	0.01	1.0	0.8079671400724031
398.0	5203.0	154.0	30.0	information_gain	true	0.1	true	0.01	1.0	0.8366812865497076
409.0	2406.0	58.0	30.0	gini_index	true	0.1	true	0.01	2.0	0.8552979671400724
403.0	4562.0	154.0	18.0	gini_index	true	0.1	true	0.01	4.0	0.8413568643831801
402.0	5031.0	178.0	22.0	gini_index	true	0.1	true	0.01	4.0	0.8406585909217487
406.0	3813.0	106.0	10.0	information_gain	true	0.1	true	0.01	4.0	0.8304880256196044
399.0	5719.0	202.0	26.0	gini_index	true	0.1	true	0.01	4.0	0.8405277081592871
410.0	2328.0	58.0	14.0	accuracy	true	0.1	true	0.01	1.0	0.8074575327206907
412.0	2468.0	58.0	26.0	gini_index	true	0.1	true	0.01	2.0	0.855694096351991
416.0	2266.0	58.0	30.0	accuracy	true	0.1	true	0.01	2.0	0.8041868560289614
413.0	4046.0	106.0	22.0	information_gain	true	0.1	true	0.01	1.0	0.8427624617098303
419.0	3328.0	106.0	10.0	gini_index	true	0.1	true	0.01	4.0	0.8406377053745476
411.0	5000.0	202.0	14.0	accuracy	true	0.1	true	0.01	2.0	0.8133263714842662
422.0	2141.0	58.0	26.0	accuracy	true	0.1	true	0.01	2.0	0.7970488721804512
415.0	4531.0	154.0	30.0	gini_index	true	0.1	true	0.01	1.0	0.8486730715678086
414.0	4703.0	130.0	26.0	information_gain	true	0.1	true	0.01	1.0	0.8426663881927041
417.0	4047.0	154.0	18.0	accuracy	true	0.1	true	0.01	4.0	0.8025160122528543
421.0	3344.0	82.0	14.0	information_gain	true	0.1	true	0.01	1.0	0.8337426900584795
418.0	4391.0	178.0	22.0	accuracy	true	0.1	true	0.01	4.0	0.8139167362851574
420.0	4859.0	202.0	26.0	accuracy	true	0.1	true	0.01	4.0	0.8103801169590643
423.0	3312.0	82.0	30.0	information_gain	true	0.1	true	0.01	2.0	0.8401009468114731
425.0	3016.0	106.0	10.0	accuracy	true	0.1	true	0.01	4.0	0.8072737399053189
424.0	3360.0	106.0	22.0	gini_index	true	0.1	true	0.01	1.0	0.850477582846004
427.0	3406.0	82.0	26.0	information_gain	true	0.1	true	0.01	2.0	0.8342676134781399
431.0	2953.0	82.0	14.0	gini_index	true	0.1	true	0.01	1.0	0.8698900027847397
429.0	4016.0	130.0	26.0	gini_index	true	0.1	true	0.01	1.0	0.8603007518796992
428.0	4047.0	154.0	30.0	accuracy	true	0.1	true	0.01	1.0	0.8120196324143691
434.0	3094.0	82.0	30.0	gini_index	true	0.1	true	0.01	2.0	0.8520718462823726
438.0	2532.0	82.0	14.0	accuracy	true	0.1	true	0.01	1.0	0.8087510442773601
436.0	3188.0	106.0	22.0	accuracy	true	0.1	true	0.01	1.0	0.8044353940406571
437.0	2969.0	82.0	26.0	gini_index	true	0.1	true	0.01	2.0	0.8553745474798106
430.0	5985.0	178.0	18.0	information_gain	true	0.1	true	0.01	4.0	0.832724171539961
426.0	7407.0	226.0	14.0	information_gain	true	0.1	true	0.01	2.0	0.8399777220829854
435.0	4516.0	130.0	10.0	information_gain	true	0.1	true	0.01	4.0	0.8368511556669451
432.0	6563.0	202.0	22.0	information_gain	true	0.1	true	0.01	4.0	0.8375981620718462
441.0	2547.0	82.0	30.0	accuracy	true	0.1	true	0.01	2.0	0.8066172375382902
439.0	3640.0	130.0	26.0	accuracy	true	0.1	true	0.01	1.0	0.8063025619604568
433.0	7454.0	226.0	26.0	information_gain	true	0.1	true	0.01	4.0	0.8343163464216097
444.0	2781.0	82.0	26.0	accuracy	true	0.1	true	0.01	2.0	0.7990309106098581
440.0	6063.0	178.0	30.0	information_gain	true	0.1	true	0.01	1.0	0.8379044834307994
442.0	4250.0	106.0	14.0	information_gain	true	0.1	true	0.01	1.0	0.8386960456697299
443.0	5046.0	130.0	22.0	information_gain	true	0.1	true	0.01	1.0	0.8382943469785575
447.0	4218.0	130.0	10.0	gini_index	true	0.1	true	0.01	4.0	0.8406168198273463
445.0	5297.0	178.0	18.0	gini_index	true	0.1	true	0.01	4.0	0.8463150932887776
449.0	4422.0	106.0	30.0	information_gain	true	0.1	true	0.01	2.0	0.8420669729880258
448.0	5797.0	202.0	22.0	gini_index	true	0.1	true	0.01	4.0	0.8445265942634365
452.0	4157.0	106.0	26.0	information_gain	true	0.1	true	0.01	2.0	0.8431683375104428
450.0	5657.0	154.0	26.0	information_gain	true	0.1	true	0.01	1.0	0.8384203564466723
454.0	3515.0	106.0	14.0	gini_index	true	0.1	true	0.01	1.0	0.8654782790309106
446.0	6656.0	226.0	14.0	gini_index	true	0.1	true	0.01	2.0	0.8497305764411027
456.0	3578.0	130.0	10.0	accuracy	true	0.1	true	0.01	4.0	0.8085526315789473
455.0	4079.0	130.0	22.0	gini_index	true	0.1	true	0.01	1.0	0.8475619604566973
451.0	6468.0	226.0	26.0	gini_index	true	0.1	true	0.01	4.0	0.8366457811194653
453.0	5125.0	178.0	30.0	gini_index	true	0.1	true	0.01	1.0	0.8493219159008634
458.0	3547.0	106.0	30.0	gini_index	true	0.1	true	0.01	2.0	0.8512503480924535
457.0	4515.0	178.0	18.0	accuracy	true	0.1	true	0.01	4.0	0.8052492341966027
460.0	3453.0	106.0	26.0	gini_index	true	0.1	true	0.01	2.0	0.8497326649958229
462.0	3219.0	106.0	14.0	accuracy	true	0.1	true	0.01	1.0	0.8079671400724031
459.0	5000.0	202.0	22.0	accuracy	true	0.1	true	0.01	4.0	0.81697925368978
461.0	4734.0	154.0	26.0	gini_index	true	0.1	true	0.01	1.0	0.8602401837928154
468.0	3250.0	106.0	30.0	accuracy	true	0.1	true	0.01	2.0	0.8054037872458923
465.0	3796.0	130.0	22.0	accuracy	true	0.1	true	0.01	1.0	0.8076963241436926
463.0	5484.0	226.0	14.0	accuracy	true	0.1	true	0.01	2.0	0.8125536062378167
467.0	4625.0	178.0	30.0	accuracy	true	0.1	true	0.01	1.0	0.8124839877471455
470.0	3328.0	106.0	26.0	accuracy	true	0.1	true	0.01	2.0	0.8006467557783348
464.0	5250.0	154.0	10.0	information_gain	true	0.1	true	0.01	4.0	0.8313631300473407
466.0	5329.0	226.0	26.0	accuracy	true	0.1	true	0.01	4.0	0.8092641325536063
471.0	4719.0	130.0	14.0	information_gain	true	0.1	true	0.01	1.0	0.8434461152882206
473.0	4078.0	154.0	26.0	accuracy	true	0.1	true	0.01	1.0	0.8085505430242271
469.0	6907.0	202.0	18.0	information_gain	true	0.1	true	0.01	4.0	0.8333263714842664
474.0	4906.0	130.0	30.0	information_gain	true	0.1	true	0.01	2.0	0.8411890838206627
475.0	5500.0	154.0	22.0	information_gain	true	0.1	true	0.01	1.0	0.8363220551378447
478.0	4906.0	130.0	26.0	information_gain	true	0.1	true	0.01	2.0	0.8398767752715122
479.0	4609.0	154.0	10.0	gini_index	true	0.1	true	0.01	4.0	0.8384224450013924
472.0	7390.0	226.0	22.0	information_gain	true	0.1	true	0.01	4.0	0.8372291840712893
481.0	4343.0	130.0	14.0	gini_index	true	0.1	true	0.01	1.0	0.8591638819270399
477.0	6750.0	202.0	30.0	information_gain	true	0.1	true	0.01	1.0	0.8409321915900865
476.0	8547.0	250.0	14.0	information_gain	true	0.1	true	0.01	2.0	0.8416047062099695
484.0	4453.0	130.0	30.0	gini_index	true	0.1	true	0.01	2.0	0.8510122528543581
482.0	6485.0	178.0	26.0	information_gain	true	0.1	true	0.01	1.0	0.8384927596769703
480.0	8421.0	250.0	26.0	information_gain	true	0.1	true	0.01	4.0	0.834944305207463
487.0	4250.0	154.0	10.0	accuracy	true	0.1	true	0.01	4.0	0.812056530214425
485.0	4797.0	154.0	22.0	gini_index	true	0.1	true	0.01	1.0	0.8518455861876916
483.0	6172.0	202.0	18.0	gini_index	true	0.1	true	0.01	4.0	0.8454838485101643
486.0	4516.0	130.0	26.0	gini_index	true	0.1	true	0.01	2.0	0.8504935950988584
489.0	3922.0	130.0	14.0	accuracy	true	0.1	true	0.01	1.0	0.8063025619604568
492.0	3829.0	130.0	30.0	accuracy	true	0.1	true	0.01	2.0	0.8076726538568645
488.0	6422.0	226.0	22.0	gini_index	true	0.1	true	0.01	4.0	0.8398113338902814
490.0	5859.0	202.0	30.0	gini_index	true	0.1	true	0.01	1.0	0.8516562238930661
498.0	3640.0	130.0	26.0	accuracy	true	0.1	true	0.01	2.0	0.8012092731829574
496.0	4297.0	154.0	22.0	accuracy	true	0.1	true	0.01	1.0	0.8052896129211919
493.0	5296.0	178.0	26.0	gini_index	true	0.1	true	0.01	1.0	0.8605576441102757
497.0	5093.0	202.0	18.0	accuracy	true	0.1	true	0.01	4.0	0.8088067390698969
491.0	7281.0	250.0	14.0	gini_index	true	0.1	true	0.01	2.0	0.8485937064884433
495.0	6079.0	178.0	10.0	information_gain	true	0.1	true	0.01	4.0	0.8342460317460318
499.0	5578.0	154.0	14.0	information_gain	true	0.1	true	0.01	1.0	0.8399143692564746
494.0	7172.0	250.0	26.0	gini_index	true	0.1	true	0.01	4.0	0.8390058479532165
501.0	5438.0	226.0	22.0	accuracy	true	0.1	true	0.01	4.0	0.8167341966026177
500.0	5671.0	154.0	30.0	information_gain	true	0.1	true	0.01	2.0	0.8390462266778057
502.0	5094.0	202.0	30.0	accuracy	true	0.1	true	0.01	1.0	0.8151566416040099
503.0	5657.0	154.0	26.0	information_gain	true	0.1	true	0.01	2.0	0.8328390420495685
505.0	4813.0	178.0	26.0	accuracy	true	0.1	true	0.01	1.0	0.8088352826510722
504.0	6281.0	178.0	22.0	information_gain	true	0.1	true	0.01	1.0	0.8359391534391534
509.0	4860.0	154.0	14.0	gini_index	true	0.1	true	0.01	1.0	0.8606042884990254
508.0	5234.0	178.0	10.0	gini_index	true	0.1	true	0.01	4.0	0.8422646895015315
507.0	6235.0	250.0	14.0	accuracy	true	0.1	true	0.01	2.0	0.8152450570871623
506.0	7625.0	226.0	18.0	information_gain	true	0.1	true	0.01	4.0	0.8337043998886104
510.0	5907.0	250.0	26.0	accuracy	true	0.1	true	0.01	4.0	0.8078285992759676
512.0	5063.0	154.0	30.0	gini_index	true	0.1	true	0.01	2.0	0.8485331384015595
519.0	1547.0	10.0	18.0	information_gain	true	0.1	true	0.01	2.0	0.8188137009189642
521.0	1406.0	10.0	30.0	information_gain	true	0.1	true	0.01	4.0	0.785670426065163
514.0	4968.0	154.0	26.0	gini_index	true	0.1	true	0.01	2.0	0.8465859092174881
523.0	1375.0	10.0	18.0	gini_index	true	0.1	true	0.01	2.0	0.8067401141743249
517.0	4453.0	154.0	14.0	accuracy	true	0.1	true	0.01	1.0	0.8085505430242271
524.0	1437.0	10.0	30.0	gini_index	true	0.1	true	0.01	4.0	0.8156509328877751
518.0	4734.0	178.0	10.0	accuracy	true	0.1	true	0.01	4.0	0.8139167362851574
513.0	7609.0	226.0	30.0	information_gain	true	0.1	true	0.01	1.0	0.8387190197716514
516.0	5641.0	178.0	22.0	gini_index	true	0.1	true	0.01	1.0	0.8494061542745754
511.0	8234.0	250.0	22.0	information_gain	true	0.1	true	0.01	4.0	0.836832358674464
526.0	1406.0	10.0	18.0	accuracy	true	0.1	true	0.01	2.0	0.7808458646616542
515.0	7234.0	202.0	26.0	information_gain	true	0.1	true	0.01	1.0	0.8354511278195489
528.0	1360.0	10.0	30.0	accuracy	true	0.1	true	0.01	4.0	0.7610923141186299
522.0	4391.0	154.0	30.0	accuracy	true	0.1	true	0.01	2.0	0.8095753272069061
533.0	2250.0	34.0	18.0	information_gain	true	0.1	true	0.01	2.0	0.8296783625730996
525.0	4391.0	154.0	26.0	accuracy	true	0.1	true	0.01	2.0	0.8075445558340295
535.0	2172.0	34.0	30.0	information_gain	true	0.1	true	0.01	4.0	0.8236222500696184
520.0	6735.0	226.0	18.0	gini_index	true	0.1	true	0.01	4.0	0.8427784739626846
537.0	2062.0	34.0	18.0	gini_index	true	0.1	true	0.01	2.0	0.8410937064884434
531.0	4906.0	178.0	22.0	accuracy	true	0.1	true	0.01	1.0	0.8067975494291284
539.0	1937.0	34.0	30.0	gini_index	true	0.1	true	0.01	4.0	0.8306578947368422
527.0	6469.0	178.0	14.0	information_gain	true	0.1	true	0.01	1.0	0.8385394040657198
530.0	6516.0	226.0	30.0	gini_index	true	0.1	true	0.01	1.0	0.8477812587023115
541.0	1875.0	34.0	18.0	accuracy	true	0.1	true	0.01	2.0	0.8037621832358675
529.0	6969.0	202.0	10.0	information_gain	true	0.1	true	0.01	4.0	0.8356279587858536
534.0	6266.0	202.0	26.0	gini_index	true	0.1	true	0.01	1.0	0.8620795043163465
543.0	2031.0	34.0	30.0	accuracy	true	0.1	true	0.01	4.0	0.7913993316624895
532.0	7156.0	250.0	22.0	gini_index	true	0.1	true	0.01	4.0	0.8347131718184351
536.0	6734.0	178.0	30.0	information_gain	true	0.1	true	0.01	2.0	0.8404281537176275
540.0	5750.0	226.0	18.0	accuracy	true	0.1	true	0.01	4.0	0.8097076023391813
538.0	6656.0	178.0	26.0	information_gain	true	0.1	true	0.01	2.0	0.8354908103592316
546.0	3172.0	58.0	18.0	information_gain	true	0.1	true	0.01	2.0	0.8311514898357004
549.0	2985.0	58.0	30.0	information_gain	true	0.1	true	0.01	4.0	0.8250675299359511
544.0	5593.0	178.0	14.0	gini_index	true	0.1	true	0.01	1.0	0.8598433583959901
542.0	7125.0	202.0	22.0	information_gain	true	0.1	true	0.01	1.0	0.8374213311055417
545.0	5750.0	226.0	30.0	accuracy	true	0.1	true	0.01	1.0	0.817875939849624
554.0	2516.0	58.0	18.0	gini_index	true	0.1	true	0.01	2.0	0.8552979671400724
548.0	5344.0	202.0	26.0	accuracy	true	0.1	true	0.01	1.0	0.8143372319688108
555.0	2500.0	58.0	30.0	gini_index	true	0.1	true	0.01	4.0	0.8380625174046227
547.0	5969.0	202.0	10.0	gini_index	true	0.1	true	0.01	4.0	0.8445732386521861
550.0	6062.0	250.0	22.0	accuracy	true	0.1	true	0.01	4.0	0.8136271233639654
551.0	5516.0	178.0	30.0	gini_index	true	0.1	true	0.01	2.0	0.8500013923698134
559.0	2359.0	58.0	18.0	accuracy	true	0.1	true	0.01	2.0	0.8041868560289614
553.0	5407.0	178.0	26.0	gini_index	true	0.1	true	0.01	2.0	0.8465928710665553
561.0	2203.0	58.0	30.0	accuracy	true	0.1	true	0.01	4.0	0.7939786967418547
563.0	1422.0	10.0	26.0	information_gain	true	0.1	true	0.01	4.0	0.8212339877471457
568.0	1360.0	10.0	26.0	gini_index	true	0.1	true	0.01	4.0	0.8227708159287108
556.0	4766.0	178.0	14.0	accuracy	true	0.1	true	0.01	1.0	0.8088352826510722
569.0	1312.0	10.0	26.0	accuracy	true	0.1	true	0.01	4.0	0.7633611807296018
552.0	8547.0	250.0	18.0	information_gain	true	0.1	true	0.01	4.0	0.8363888888888888
562.0	5015.0	202.0	10.0	accuracy	true	0.1	true	0.01	4.0	0.81697925368978
557.0	5860.0	202.0	22.0	gini_index	true	0.1	true	0.01	1.0	0.8529775828460039
565.0	3578.0	82.0	18.0	information_gain	true	0.1	true	0.01	2.0	0.8401009468114731
567.0	3453.0	82.0	30.0	information_gain	true	0.1	true	0.01	4.0	0.8319423558897243
564.0	4640.0	178.0	30.0	accuracy	true	0.1	true	0.01	2.0	0.8082936507936507
566.0	4718.0	178.0	26.0	accuracy	true	0.1	true	0.01	2.0	0.8054692286271233
571.0	2031.0	34.0	26.0	information_gain	true	0.1	true	0.01	4.0	0.8244228627123364
560.0	7656.0	226.0	26.0	information_gain	true	0.1	true	0.01	1.0	0.8346177944862155
558.0	8031.0	250.0	30.0	information_gain	true	0.1	true	0.01	1.0	0.8393609022556392
575.0	3157.0	82.0	18.0	gini_index	true	0.1	true	0.01	2.0	0.8520718462823726
576.0	3141.0	82.0	30.0	gini_index	true	0.1	true	0.01	4.0	0.8396686159844056
579.0	1953.0	34.0	26.0	gini_index	true	0.1	true	0.01	4.0	0.8249227234753551
574.0	5234.0	202.0	22.0	accuracy	true	0.1	true	0.01	1.0	0.8106746031746033
570.0	6969.0	202.0	14.0	information_gain	true	0.1	true	0.01	1.0	0.8346714007240322
584.0	1782.0	34.0	26.0	accuracy	true	0.1	true	0.01	4.0	0.798370231133389
583.0	2734.0	82.0	30.0	accuracy	true	0.1	true	0.01	4.0	0.7995091896407687
582.0	2796.0	82.0	18.0	accuracy	true	0.1	true	0.01	2.0	0.8066172375382902
572.0	7109.0	250.0	18.0	gini_index	true	0.1	true	0.01	4.0	0.8420502645502645
573.0	7407.0	226.0	10.0	information_gain	true	0.1	true	0.01	4.0	0.8329782790309107
577.0	7188.0	202.0	30.0	information_gain	true	0.1	true	0.01	2.0	0.8430263157894737
587.0	2781.0	58.0	26.0	information_gain	true	0.1	true	0.01	4.0	0.8340497076023393
578.0	7000.0	202.0	26.0	information_gain	true	0.1	true	0.01	2.0	0.8323698134224451
580.0	6547.0	226.0	26.0	gini_index	true	0.1	true	0.01	1.0	0.8590775549986077
581.0	6969.0	250.0	30.0	gini_index	true	0.1	true	0.01	1.0	0.8445948203842942
588.0	4234.0	106.0	30.0	information_gain	true	0.1	true	0.01	4.0	0.8326099972152605
589.0	4344.0	106.0	18.0	information_gain	true	0.1	true	0.01	2.0	0.8420669729880258
593.0	2500.0	58.0	26.0	gini_index	true	0.1	true	0.01	4.0	0.8414404065719856
586.0	6031.0	202.0	14.0	gini_index	true	0.1	true	0.01	1.0	0.86129977722083
590.0	6125.0	250.0	18.0	accuracy	true	0.1	true	0.01	4.0	0.8097194374825953
599.0	2250.0	58.0	26.0	accuracy	true	0.1	true	0.01	4.0	0.8074387357282093
