loan_id,amount_loan,duration,payments,status,gender_clt,frequency,region,ratio of urban inhabitants,average salary,ratio enterpreneurs,criminality_growth,unemploymant_growth,age_at_loan,months_acc_at_loan,type_trans_count_c,type_trans_mean_c,amount_trans_mean,amount_trans_min,amount_trans_max,amount_trans_std,amount_trans_last,amount_trans_cov,amount_trans_abs_min,amount_trans_rangev,balance_mean,balance_min,balance_max,balance_std,balance_last,balance_cov,balance_abs_min,balance_rangev,balance_negative,months_until_bankrupt,ops_per_month
5568,272520,60,4542,Yes,M,monthly,central Bohemia,0.467,10124,0.141,0.005494982841753182,-0.020000000000000018,54,11,34,0.40476190476190477,357.26428571428596,-56700.0,42400.0,16988.15057378243,1300.0,288597259.9175043,13.3,99100.0,44602.641666666634,1100.0,121891.4,24196.754530887032,30009.9,585482929.8280021,1100.0,120791.4,0,6,7.636363636363637
5576,31248,12,2604,Yes,F,monthly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,55,19,51,0.425,449.35499999999973,-64100.0,47033.0,20724.01817110469,6268.0,429484929.1562773,14.6,111133.0,64493.09916666662,1000.0,144715.3,28994.626431825105,53922.3,840688361.9210918,1000.0,143715.3,0,20,6.315789473684211
5586,48744,36,1354,Yes,F,monthly,north Moravia,0.535,8909,0.113,0.0008751556767309569,1.5499999999999998,32,4,11,0.7857142857142857,4492.235714285714,-18600.0,28603.5,14694.440290364513,19069.0,215926575.44708788,53.7,47203.5,42930.20714285715,900.0,62891.3,19512.790972253762,62891.3,380749011.52686816,900.0,61991.3,0,46,3.5
5591,155616,48,3242,Yes,F,monthly,central Bohemia,0.467,10124,0.141,0.005494982841753182,-0.020000000000000018,37,8,16,0.5333333333333333,814.9,-21800.0,29176.0,13037.779913720768,-7500.0,169983705.07862064,14.6,50976.0,39426.06999999999,300.0,62153.6,13711.094458293303,24447.1,187994111.2442414,300.0,61853.6,0,7,3.75
5593,277884,36,7719,No,F,monthly,east Bohemia,0.53,8254,0.097,0.0015055962729390376,0.9699999999999998,15,23,46,0.39316239316239315,99.26495726495719,-53200.0,47031.0,16757.672993480737,8000.0,280819604.1564338,14.6,100231.0,46487.00256410256,1000.0,129394.2,28041.875079726327,11614.0,786346757.986976,1000.0,128394.2,0,1,5.086956521739131
5595,82896,12,6908,Yes,M,monthly,east Bohemia,0.608,8208,0.155,0.006117460527185043,0.3699999999999999,22,16,34,0.2698412698412698,381.6349206349208,-38600.0,62168.0,18620.095964755146,299.9,346707973.7366908,14.6,100768.0,57141.73095238091,900.0,107680.9,24685.92139144404,64300.6,609394714.9445543,900.0,106780.9,0,9,7.875
5599,15420,12,1285,Yes,F,monthly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,29,22,53,0.3509933774834437,211.0423841059603,-11840.0,13881.0,4745.065686801214,-800.0,22515648.37205828,14.6,25721.0,24577.200000000033,1000.0,41137.4,7049.350987979909,31867.2,49693349.351733334,1000.0,40137.4,0,24,6.863636363636363
5606,253512,36,7042,No,F,weekly,south Moravia,0.621,8444,0.106,-0.0026637029144583957,0.22999999999999998,51,7,14,0.4827586206896552,459.2586206896557,-30200.0,40419.0,16876.95217746289,8900.0,284831514.80036944,13.4,70619.0,37095.84482758619,300.0,111044.2,24704.38501837544,13318.4,610306639.1361328,300.0,110744.2,0,1,4.142857142857143
5610,123216,48,2567,Yes,F,monthly,north Bohemia,0.598,8965,0.104,0.001968503937007874,1.1500000000000004,18,18,48,0.375,606.1007812499998,-59200.0,48959.0,19763.543127582816,-3400.0,390597636.95582616,14.6,108159.0,70622.83359375004,700.0,138433.7,28089.524636349874,77580.8,789021394.2961067,700.0,137733.7,0,30,7.111111111111111
5611,321180,60,5353,Yes,M,monthly,south Bohemia,0.748,10045,0.135,-0.0017390227705052733,0.29000000000000004,60,8,17,0.4473684210526316,978.5131578947369,-34000.0,48180.0,19459.252277018073,-14723.0,378662499.18063307,14.6,82180.0,40524.463157894745,700.0,90257.3,21716.75025029622,37183.5,471617241.4337411,700.0,89557.3,0,6,4.75
5624,177744,48,3703,No,M,monthly,south Moravia,0.621,8444,0.106,-0.0026637029144583957,0.22999999999999998,22,17,36,0.37894736842105264,149.79578947368432,-26000.0,45056.0,10974.649715933025,11400.0,120442936.3874289,3.3,71056.0,26746.5252631579,-2485.5,89733.5,21147.08070284783,14230.7,447199022.2527592,385.5,92219.0,1,3,5.588235294117647
5625,222180,60,3703,No,M,monthly,west Bohemia,0.556,8843,0.113,0.0015312595703723148,0.7800000000000002,57,13,28,0.4745762711864407,1009.8135593220334,-52600.0,44352.0,18212.754146736515,-6900.0,331704413.6094681,14.6,96952.0,55230.44406779658,800.0,130659.1,26510.559286203963,59578.8,702809753.6673348,800.0,129859.1,0,16,4.538461538461538
5635,77184,36,2144,Yes,F,monthly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,41,19,36,0.4675324675324675,291.50649350649354,-63600.0,48447.0,23733.68396052293,-600.0,563287754.3379836,14.6,112047.0,50722.27012987011,200.0,142917.9,30287.214667670312,22446.0,917315372.3255434,200.0,142717.9,0,10,4.052631578947368
5657,4980,12,415,Yes,F,monthly,south Moravia,0.505,8288,0.11,-0.0011790135586559245,0.7299999999999995,41,8,19,0.41304347826086957,489.1391304347827,-16000.0,15528.0,6254.1181477124255,800.0,39113993.805545904,14.6,31528.0,30533.37173913044,800.0,41106.2,8705.183539928967,22500.3,75780220.46385023,800.0,40306.2,0,54,5.75
5693,44088,24,1837,Yes,F,monthly,central Bohemia,0.5529999999999999,8899,0.149,-0.006146734854445318,0.5800000000000001,44,8,17,0.53125,1386.515625,-18000.0,24304.5,9992.09503580639,-14.6,99841963.2045867,14.6,42304.5,36548.818750000006,1000.0,55576.8,11906.808161813045,44368.6,141772080.60221773,1000.0,54576.8,0,24,4.0
5706,161496,36,4486,Yes,M,weekly,north Moravia,0.626,8994,0.11,-0.0020519896339144354,0.9900000000000002,24,21,52,0.4,225.93461538461543,-64900.0,42094.0,12757.963094364417,1600.0,162765622.31716457,8.0,106994.0,33219.90000000003,500.0,113865.5,19260.546243938243,29371.5,370968641.61488366,500.0,113365.5,0,6,6.190476190476191
5713,158760,60,2646,Yes,M,monthly,east Bohemia,0.59,9060,0.124,0.0007852574251155721,0.6599999999999999,17,22,55,0.3313253012048193,115.55662650602426,-17200.0,23810.0,7537.530722815004,-2900.0,56814369.39738007,14.6,41010.0,24908.761445783133,900.0,59898.4,8944.715311238842,19182.3,80007931.99911064,900.0,58998.4,0,7,7.545454545454546
5723,23628,12,1969,Yes,M,monthly,north Bohemia,0.598,8965,0.104,0.001968503937007874,1.1500000000000004,40,18,49,0.44545454545454544,582.6945454545453,-35200.0,43694.0,14969.32153670113,-35200.0,224080587.2691443,1.7,78894.0,47420.84181818185,1000.0,140228.7,27950.21068970953,64096.3,781214277.5991528,1000.0,139228.7,0,32,6.111111111111111
5724,316140,60,5269,No,M,monthly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,26,23,60,0.4316546762589928,92.17194244604326,-9500.0,13352.0,5291.983178753222,66.8,28005085.96420707,14.6,22852.0,18632.933812949643,800.0,39616.2,6901.260790646524,12826.4,47627400.500515066,800.0,38816.2,0,2,6.043478260869565
5725,444864,48,9268,Yes,M,monthly,south Moravia,0.747,9624,0.145,-0.0011111167484360652,0.71,32,11,27,0.421875,652.2515625000002,-16300.0,25862.0,9438.321870917793,-10500.0,89081919.73904513,14.6,42162.0,32404.773437499996,800.0,62903.5,11798.830196336487,41743.9,139212394.00198168,800.0,62103.5,0,4,5.818181818181818
5739,76380,12,6365,Yes,F,monthly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,37,8,20,0.4444444444444444,514.5955555555556,-8700.0,12861.0,5137.9118173346515,-14.6,26398137.84270707,14.6,21561.0,26122.848888888897,1100.0,41703.3,8289.780093711837,23156.6,68720454.00210103,1100.0,40603.3,0,3,5.625
5740,18564,12,1547,Yes,F,monthly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,32,5,9,0.6923076923076923,3328.1307692307696,-13400.0,25603.5,12195.359397217768,167.3,148726790.82730767,24.0,39003.5,35538.04615384616,200.0,56498.4,14265.870341694039,43265.7,203515056.60602564,200.0,56298.4,0,27,2.6
5741,68544,24,2856,Yes,M,weekly,north Bohemia,0.623,9065,0.123,0.00016665789519849832,0.9299999999999997,20,9,17,0.3148148148148148,439.4425925925926,-34800.0,44342.0,15178.069612059662,-30.0,230373797.14852896,30.0,79142.0,44948.62592592594,900.0,94207.7,20196.07407074487,23729.8,407881407.8710133,900.0,93307.7,0,8,6.0
5750,63252,12,5271,Yes,F,monthly,central Bohemia,0.634,9920,0.13,0.005880179466877804,0.6100000000000003,46,22,48,0.2926829268292683,303.10426829268295,-31800.0,47436.0,15446.491918276866,31624.0,238594112.58139268,14.6,79236.0,49291.82256097561,13097.7,86343.2,18482.29894648273,49709.2,341595374.3471566,13097.7,73245.5,0,9,7.454545454545454
5754,23052,12,1921,Yes,F,monthly,south Moravia,1.0,9897,0.14,-6.450447661067678e-05,0.3599999999999999,53,20,48,0.2807017543859649,166.85263157894744,-24000.0,20812.0,6190.289905957705,-5520.0,38319689.11980186,14.6,44812.0,23771.96608187134,700.0,54321.8,8912.019358254425,28531.7,79424089.04190162,700.0,53621.8,0,14,8.55
5804,158976,48,3312,Yes,M,monthly,east Bohemia,0.619,8363,0.108,0.0016905015394354445,0.9700000000000002,56,17,52,0.3333333333333333,121.02307692307689,-37300.0,48358.0,14000.167284580504,74.4,196004683.9962382,14.6,85658.0,49916.091025641086,600.0,130293.2,23319.33818504641,18894.0,543791533.3885641,600.0,129693.2,0,5,9.176470588235293
5805,137904,24,5746,No,M,monthly,central Bohemia,0.365,9622,0.154,0.0007139363010166982,0.13999999999999996,27,4,9,0.75,2929.9833333333336,-9000.0,11878.0,7835.438063617623,-8100.0,61394089.64878788,29.4,20878.0,26886.19166666667,600.0,43259.7,11982.10175488715,35159.7,143570762.4644697,600.0,42659.7,0,6,3.0
5836,79632,24,3318,Yes,F,monthly,south Moravia,0.483,8512,0.102,-0.0011443829868395957,0.6100000000000003,35,4,10,0.625,5609.15625,-64300.0,66165.0,34383.04703385025,44110.0,1182193923.3319583,112.5,130465.0,63494.200000000004,900.0,119373.5,29061.53705517541,99262.5,844572936.0093333,900.0,118473.5,0,29,4.0
5837,244560,60,4076,Yes,F,monthly,south Moravia,0.636,8757,0.096,0.002372577040049833,0.5700000000000003,26,8,18,0.42857142857142855,507.7642857142862,-24600.0,36680.0,15097.74726351861,-4107.0,227941972.43308362,14.6,61280.0,38426.728571428575,1000.0,72512.5,15757.722747155978,21326.1,248305826.176237,1000.0,71512.5,0,5,5.25
5861,51408,24,2142,Yes,M,monthly,west Bohemia,0.556,8843,0.113,0.0015312595703723148,0.7800000000000002,45,13,31,0.484375,768.7328125000004,-57700.0,49907.0,20490.082507096853,-14.6,419843481.1476364,14.6,107607.0,52299.285937499975,900.0,137087.2,27533.493654127193,49198.8,758093272.8018626,900.0,136187.2,0,22,4.923076923076923
5876,221280,48,4610,Yes,M,weekly,north Moravia,1.0,10673,0.1,-0.0013431315033809862,0.6900000000000004,26,13,25,0.352112676056338,441.050704225352,-32300.0,50178.0,17996.94083959726,-30.0,323889879.58396375,30.0,82478.0,37596.93239436623,1100.0,106144.8,18388.528003099997,31314.7,338137962.12079275,1100.0,105044.8,0,6,5.461538461538462
5877,97224,24,4051,Yes,F,monthly,south Bohemia,0.614,8114,0.119,0.0024033917528557157,0.2400000000000002,43,17,42,0.375,173.92499999999998,-11700.0,16257.0,5670.881536481856,-3600.0,32158897.40081081,14.6,27957.0,22360.53660714285,1000.0,43393.0,7476.937792262856,19479.6,55904598.74936856,1000.0,42393.0,0,4,6.588235294117647
5880,73836,36,2051,Yes,F,monthly,north Bohemia,0.899,10446,0.09,-0.0017014888027023646,2.0600000000000005,28,6,14,0.7368421052631579,3550.163157894737,-37000.0,44281.0,23125.7389687626,22321.0,534799802.85134506,19.1,81281.0,55315.16842105263,900.0,129607.8,32965.14577809675,67453.1,1086700836.1711698,900.0,128707.8,0,32,3.1666666666666665
5882,87816,12,7318,Yes,M,monthly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,33,15,41,0.4880952380952381,186.4952380952384,-10300.0,14886.0,6095.9040407632665,-5000.0,37160046.074193925,14.6,25186.0,25533.2142857143,800.0,43442.2,6896.753585410004,15665.6,47565210.01786575,800.0,42642.2,0,2,5.6
5886,192744,36,5354,Yes,M,monthly,south Moravia,0.40700000000000003,8544,0.109,0.0012835648783702158,0.5700000000000001,32,4,13,0.5,1069.1961538461535,-34100.0,49871.0,21524.24566298165,-8400.0,463293151.3603846,14.6,83971.0,62590.42307692309,200.0,128778.8,28733.343188251627,27799.1,825605010.7738463,200.0,128578.8,0,5,6.5
5887,192744,36,5354,Yes,F,monthly,south Moravia,0.519,8441,0.115,0.0033712028777238504,1.0300000000000002,23,16,33,0.4342105263157895,381.83026315789493,-47700.0,41064.0,13279.627496603152,-14.6,176348506.4485386,8.8,88764.0,37265.65526315789,700.0,121508.1,16917.161794126067,29019.1,286190363.16863865,700.0,120808.1,0,5,4.75
5892,66480,24,2770,No,M,weekly,north Moravia,0.564,8746,0.09,0.0004285078587242552,0.41000000000000014,60,5,7,0.7,3489.12,-28000.0,49631.0,21506.03919108408,206.5,462509721.6884443,20.0,77631.0,34798.28,900.0,77551.0,21490.62646296442,34891.2,461847025.7706667,900.0,76651.0,0,12,2.0
5897,15192,24,633,Yes,F,monthly,west Bohemia,0.8,8991,0.128,0.0006117305449295695,0.6199999999999999,23,22,47,0.2781065088757396,102.67455621301792,-14000.0,21513.0,6713.042568708262,-4080.0,45064940.52928923,14.6,35513.0,29941.905325443797,500.0,48157.1,7237.180988793552,17351.9,52376788.6645548,500.0,47657.1,0,27,7.681818181818182
5900,135360,48,2820,Yes,M,monthly,east Bohemia,0.52,8187,0.094,0.00010720307185529534,0.6200000000000001,20,12,32,0.4155844155844156,712.5844155844155,-46400.0,48633.0,21907.25808941114,300.8,479927956.9960696,14.6,95033.0,64881.31428571429,200.0,146479.5,30587.603643206054,54883.5,935601496.6338722,200.0,146279.5,0,19,6.416666666666667
5918,300204,36,8339,Yes,M,monthly,south Moravia,0.48,8720,0.116,-0.00048161823727725157,0.77,30,12,27,0.38028169014084506,477.9267605633803,-18300.0,28365.0,9961.408186424214,135.7,99229653.05655935,14.6,46665.0,34084.4605633803,300.0,57676.7,11447.547499735838,33947.4,131046343.75870824,300.0,57376.7,0,4,5.916666666666667
5922,20220,12,1685,Yes,F,monthly,central Bohemia,0.5529999999999999,8899,0.149,-0.006146734854445318,0.5800000000000001,22,12,23,0.45098039215686275,613.792156862745,-48100.0,49397.0,15994.266476395134,109.9,255816560.11793724,14.6,97497.0,41077.63529411765,500.0,122906.7,25420.727566030233,31317.9,646213389.9863293,500.0,122406.7,0,18,4.25
5923,64656,48,1347,Yes,M,monthly,west Bohemia,0.43799999999999994,8561,0.11,0.0014562096941959641,0.64,49,4,9,0.75,3729.0750000000003,-5700.0,13609.0,7928.79262425302,13609.0,62865752.4784091,62.9,19309.0,25896.466666666664,200.0,44749.0,11814.971181770212,44749.0,139593544.02606064,200.0,44549.0,0,33,3.0
5938,402000,60,6700,Yes,M,monthly,central Bohemia,0.674,9753,0.109,0.004323083799777174,0.41000000000000014,16,10,29,0.5370370370370371,319.11111111111126,-9100.0,9500.0,4128.500821997339,-2828.0,17044519.037232704,14.6,18600.0,21568.935185185193,200.0,35650.8,7900.831741722059,17232.1,62423142.2110028,200.0,35450.8,0,2,5.4
5959,107640,24,4485,Yes,F,monthly,central Bohemia,0.467,8507,0.132,0.005794068673777058,0.18000000000000016,35,6,12,0.5217391304347826,2840.2391304347825,-46900.0,53613.0,24954.115758577584,35742.0,622707893.2924901,14.6,100513.0,50214.50434782608,600.0,107783.7,22727.670225229824,65325.4,516546993.8667984,600.0,107183.7,0,14,3.8333333333333335
5970,465072,48,9689,Yes,M,monthly,south Moravia,0.483,8512,0.102,-0.0011443829868395957,0.6100000000000003,47,18,38,0.36893203883495146,360.7038834951457,-42880.0,35163.0,13109.178331783216,-10200.0,171850556.53449458,14.6,78043.0,27778.745631067963,300.0,79557.6,13613.100566191757,37152.4,185316507.02525035,300.0,79257.6,0,3,5.722222222222222
5980,21396,12,1783,Yes,M,monthly,south Bohemia,0.519,9045,0.124,0.0005782706306551466,0.4700000000000002,26,14,34,0.4358974358974359,317.71923076923105,-14075.0,16048.0,6719.2148696235945,-14075.0,45147848.46417083,14.6,30123.0,30812.946153846162,1000.0,46848.9,7990.971151238132,24782.0,63855619.93992008,1000.0,45848.9,0,13,5.571428571428571
5988,141648,24,5902,Yes,M,monthly,east Bohemia,0.619,8363,0.108,0.0016905015394354445,0.9700000000000002,44,6,13,0.7222222222222222,4928.344444444444,-34600.0,42127.0,20748.506295215913,-34600.0,430500513.4826144,55.6,76727.0,45100.42222222222,200.0,123310.1,32279.92216277436,88710.1,1041993374.8347713,200.0,123110.1,0,15,3.0
5989,213300,36,5925,Yes,M,monthly,east Bohemia,0.728,9538,0.111,-0.004114897281338418,0.30000000000000004,31,11,27,0.4576271186440678,463.16440677966096,-8160.0,13600.0,5061.0841403917675,106.1,25614572.676125076,14.6,21760.0,27951.913559322016,400.0,42443.7,7864.495893274421,27341.3,61850295.6553302,400.0,42043.7,0,4,5.363636363636363
5997,117024,24,4876,Yes,M,monthly,south Bohemia,0.748,10045,0.135,-0.0017390227705052733,0.29000000000000004,58,5,9,0.6923076923076923,4091.8076923076933,-24000.0,29255.0,19509.74139421388,208.3,380630009.2691026,45.1,53255.0,44131.16923076923,800.0,76985.2,19844.247591152816,53193.5,393794162.45897436,800.0,76185.2,0,10,2.6
5999,98832,48,2059,Yes,F,monthly,east Bohemia,0.591,8388,0.087,0.00010426767597777013,0.5299999999999998,25,23,50,0.2824858757062147,153.50225988700575,-22240.0,23282.0,7402.133118498487,139.5,54791574.70397214,14.6,45522.0,31814.268361581904,500.0,63095.4,12078.55101973188,27184.4,145891394.73626605,500.0,62595.4,0,13,7.695652173913044
6004,143904,24,5996,Yes,M,monthly,east Bohemia,0.52,8187,0.094,0.00010720307185529534,0.6200000000000001,43,17,47,0.3381294964028777,275.8007194244607,-60500.0,46108.0,15694.80077317444,-8800.0,246326771.30963716,6.7,106608.0,49727.45611510793,700.0,134571.2,23416.563215441554,38336.2,548335432.8227702,700.0,133871.2,0,6,8.176470588235293
6006,359760,60,5996,Yes,M,monthly,east Bohemia,0.763,9425,0.125,-0.0011986110939488676,0.78,17,16,25,0.5208333333333334,832.4895833333336,-51700.0,37346.0,14255.403903592842,-4710.0,203216540.45457003,14.6,89046.0,32434.693750000006,900.0,127807.6,24143.874396857613,39959.4,582926670.8912367,900.0,126907.6,0,6,3.0
6011,179328,48,3736,Yes,M,monthly,south Moravia,1.0,9897,0.14,-6.450447661067678e-05,0.3599999999999999,23,10,21,0.40384615384615385,693.7461538461541,-23040.0,34960.0,13297.549423542427,-15700.0,176824820.67155355,14.6,58000.0,44093.971153846156,200.0,81614.7,14278.225737036766,36074.7,203867730.19777903,200.0,81414.7,0,9,5.2
6012,258444,36,7179,Yes,M,weekly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,30,7,12,0.75,3368.2562500000004,-14600.0,31830.0,12093.412861938175,206.4,146250634.64929166,141.4,46430.0,40688.1375,600.0,61790.4,17230.159617750694,53892.1,296878400.4531667,600.0,61190.4,0,7,2.2857142857142856
6013,128988,36,3583,No,M,weekly,south Bohemia,0.584,8547,0.12,-0.00029725674489709255,0.9900000000000002,56,18,35,0.4268292682926829,118.05365853658516,-27600.0,42530.0,12272.167259131436,-30.0,150606089.23609757,0.1,70130.0,34740.702439024375,-36.1,78192.9,17311.11971554469,9680.2,299674865.8059199,36.1,78229.0,1,2,4.555555555555555
6015,110112,24,4588,Yes,M,monthly,south Moravia,0.509,8240,0.099,0.00049114548099823,1.0300000000000002,33,11,37,0.45121951219512196,1303.1499999999996,-52500.0,45549.0,22818.60210797403,33425.0,520688602.162037,14.6,98049.0,76232.70000000003,700.0,135658.1,28391.569085736075,135658.1,806081195.1501235,700.0,134958.1,0,29,7.454545454545454
6019,11400,12,950,Yes,F,monthly,south Moravia,1.0,9897,0.14,-6.450447661067678e-05,0.3599999999999999,16,11,29,0.37662337662337664,361.3038961038962,-6700.0,10734.0,3661.7528542906434,-2200.0,13408433.965905672,14.6,17434.0,27533.66363636363,300.0,39514.1,6234.415407995346,27820.2,38867935.47944976,300.0,39214.1,0,29,7.0
6027,61656,24,2569,No,F,weekly,central Bohemia,0.413,8598,0.123,0.005155690732738636,0.48999999999999977,42,6,9,0.75,4974.624999999999,-31400.0,47337.0,23294.773171801477,15200.0,542646457.1256818,36.9,78737.0,44763.458333333336,400.0,89256.9,24849.149080234965,59695.5,617480210.0117425,400.0,88856.9,0,23,2.0
6038,323472,48,6739,Yes,F,monthly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,53,14,28,0.49122807017543857,1213.6789473684207,-33900.0,44802.0,18150.672608421988,230.0,329446916.1381203,14.6,78702.0,45414.07368421048,200.0,119934.1,26516.428001628443,72386.4,703120953.965545,200.0,119734.1,0,10,4.071428571428571
6043,20352,48,424,Yes,F,monthly,south Moravia,0.636,8757,0.096,0.002372577040049833,0.5700000000000003,47,9,22,0.4583333333333333,443.36666666666684,-9600.0,12549.0,5243.28973277693,-3000.0,27492087.22184397,14.6,22149.0,31814.41458333332,400.0,44427.9,9092.645216549368,21281.5,82676197.03403811,400.0,44027.9,0,50,5.333333333333333
6063,320976,48,6687,No,M,monthly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,59,8,23,0.46,929.2460000000003,-49700.0,70071.0,24296.38046283396,-9100.0,590314103.5947796,14.6,119771.0,49482.96800000001,1000.0,130775.0,27435.703120029266,46462.2,752717805.6903837,1000.0,129775.0,0,6,6.25
6064,14628,12,1219,Yes,F,monthly,south Moravia,0.33899999999999997,8743,0.111,0.001496414971790986,0.5500000000000003,45,13,29,0.28431372549019607,342.18431372549037,-14100.0,23230.5,7116.803667290632,160.7,50648894.4387614,2.0,37330.5,32788.14215686272,200.0,52184.7,9015.76816505543,34917.4,81284075.60602699,200.0,51984.7,0,28,7.846153846153846
6066,173808,24,7242,Yes,F,after-transaction,north Moravia,0.535,8909,0.113,0.0008751556767309569,1.5499999999999998,37,13,26,0.3466666666666667,1259.0920000000008,-38200.0,74522.0,26445.166083619242,49681.0,699346809.1902056,43.3,112722.0,61218.658666666684,1000.0,134416.6,24967.390839870233,94431.9,623370605.350836,1000.0,133416.6,0,13,5.769230769230769
6072,193968,36,5388,Yes,M,after-transaction,north Moravia,0.626,8994,0.11,-0.0020519896339144354,0.9900000000000002,21,7,20,0.6896551724137931,2785.5172413793107,-54200.0,41783.0,23715.50147849456,19181.0,562425010.3764777,52.4,95983.0,63579.21724137932,800.0,120567.3,30034.313435862332,80780.0,902059983.5636207,800.0,119767.3,0,14,4.142857142857143
6073,276300,60,4605,Yes,M,monthly,south Moravia,0.747,9624,0.145,-0.0011111167484360652,0.71,20,16,45,0.4891304347826087,299.7630434782611,-5760.0,8888.0,3941.6829481420946,-3950.0,15536864.463674154,14.6,14648.0,25997.563043478272,500.0,40755.0,6720.217505796418,27578.1,45161323.32521262,500.0,40255.0,0,5,5.75
6077,79608,24,3317,Yes,M,monthly,east Bohemia,0.53,8254,0.097,0.0015055962729390376,0.9699999999999998,23,10,22,0.41509433962264153,1957.4679245283012,-51700.0,67124.0,26077.862408931138,-3100.0,680054907.8191437,14.6,118824.0,69954.57169811318,800.0,125825.7,24870.23292768019,103745.7,618528485.8770683,800.0,125025.7,0,31,5.3
6087,300660,60,5011,Yes,M,monthly,north Bohemia,0.853,9317,0.097,-0.0006010084453394527,0.5800000000000001,44,10,24,0.36363636363636365,513.9242424242422,-48900.0,44519.0,17285.908796465144,-9800.0,298802642.919711,14.6,93419.0,45854.89090909087,800.0,135175.2,30520.960807281426,33918.9,931529048.5996085,800.0,134375.2,0,6,6.6
6103,149340,60,2489,Yes,M,weekly,east Bohemia,0.53,8254,0.097,0.0015055962729390376,0.9699999999999998,31,11,23,0.4107142857142857,420.3267857142856,-13200.0,22404.0,8513.67877149347,92.4,72482726.22417857,30.0,35604.0,29069.11607142853,500.0,53214.0,10432.344642413836,23568.3,108833814.73810063,500.0,52714.0,0,9,5.090909090909091
6109,368880,60,6148,Yes,M,monthly,south Moravia,0.483,8512,0.102,-0.0011443829868395957,0.6100000000000003,21,20,58,0.31868131868131866,580.8390109890107,-64500.0,49781.0,18793.020479054165,299.4,353177618.7261493,9.7,114281.0,60030.74340659332,1100.0,151062.3,28681.80838333561,105727.0,822646132.1383818,1100.0,149962.3,0,17,9.1
6111,174744,24,7281,No,F,monthly,west Bohemia,0.8,8991,0.128,0.0006117305449295695,0.6199999999999999,45,5,16,0.5,1816.9,-52600.0,47436.0,18855.75071096861,40175.0,355539334.8741935,14.6,100036.0,37485.456249999996,1000.0,105628.0,28302.653142986743,58140.9,801040174.9322177,1000.0,104628.0,0,7,6.4
6112,174744,24,7281,No,F,monthly,central Bohemia,0.514,9307,0.118,0.004434404283801874,0.5799999999999996,15,15,38,0.3220338983050847,58.73644067796613,-37500.0,46739.0,12614.128150397219,8300.0,159116228.99464366,0.2,84239.0,26252.81440677967,-1369.2,96659.4,23430.521918399387,6930.8,548989357.368594,186.4,98028.59999999999,1,0,7.866666666666666
6120,209184,48,4358,Yes,M,monthly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,41,13,26,0.38235294117647056,650.8058823529418,-61800.0,54645.0,21705.699409477493,-14500.0,471137386.8545917,14.6,116445.0,46230.339705882405,1000.0,110583.8,19403.334950613862,44254.7,376489407.2057134,1000.0,109583.8,0,10,5.230769230769231
6130,32640,48,680,Yes,M,monthly,east Bohemia,0.763,9425,0.125,-0.0011986110939488676,0.78,53,16,39,0.3644859813084112,175.70186915887857,-20700.0,11200.0,4414.736988447476,-4100.0,19489902.677166283,14.6,31900.0,25906.4093457944,300.0,43206.0,7545.466318441954,18800.0,56934061.96274201,300.0,42906.0,0,27,6.6875
6137,44628,12,3719,Yes,M,weekly,central Bohemia,0.413,8598,0.123,0.005155690732738636,0.48999999999999977,52,21,43,0.2945205479452055,550.9575342465753,-59000.0,71565.0,22910.533347878514,47710.0,524892538.28425324,30.0,130565.0,49477.32123287669,900.0,112689.5,22661.883780456672,80439.7,513560976.4789254,900.0,111789.5,0,21,6.9523809523809526
6144,44376,12,3698,Yes,M,monthly,south Bohemia,0.519,9045,0.124,0.0005782706306551466,0.4700000000000002,34,6,18,0.46153846153846156,1749.7820512820517,-54100.0,49412.0,21657.228439032977,-14463.0,469035543.6604588,14.6,103512.0,53505.215384615374,800.0,124090.0,28278.24506461626,68241.5,799659143.934494,800.0,123290.0,0,18,6.5
6150,83016,12,6918,Yes,M,monthly,south Moravia,0.48,8720,0.116,-0.00048161823727725157,0.77,15,21,67,0.34183673469387754,343.9056122448976,-64400.0,48883.0,20004.60798525459,302.5,400184340.643712,14.6,113283.0,67891.93520408162,700.0,136436.6,25921.044106424713,93620.2,671900527.5672158,700.0,135736.6,0,13,9.333333333333334
6151,225420,60,3757,Yes,F,monthly,south Moravia,0.5379999999999999,8814,0.107,-0.00044954494177120704,0.9800000000000004,46,10,22,0.43137254901960786,635.3627450980392,-14800.0,20727.0,7892.115364285061,-6800.0,62285484.92318432,14.6,35527.0,31185.156862745098,200.0,53271.6,9614.3623318295,32403.4,92435963.04770195,200.0,53071.6,0,8,5.1
